popularity,streams
0,8608
45,5734463
55,5050094
55,7800212
57,5186843
0,11677
52,4480225
32,449444
53,5870429
32,456289
55,5774536
66,18825442
45,6899570
52,5520304
48,4437786
49,4890283
56,6851608
55,5328644
44,1280401
51,5908574
0,7797
62,9561158
37,612620
41,1111652
48,6571723
44,1048194
60,11350386
0,14160
51,4172409
71,45275895
55,7084908
50,4738315
52,5368542
53,5900799
56,7053129
45,6551385
0,12906
47,6097808
36,792903
52,4192211
70,48653239
44,887646
36,771182
47,6179042
51,5526860
55,5541956
40,1192485
50,4456135
46,3931205
56,5180680
50,5281507
51,5942712
47,6067376
48,4581113
57,6261046
52,4705664
56,7313891
51,4532902
51,5061853
38,789230
48,6277506
1,9001
50,4164628
55,5795605
57,6081676
46,5859772
52,5205571
67,22478697
52,5123853
54,5199793
54,5495180
33,447286
56,6870859
50,4851505
32,435698
47,5522405
62,9627480
54,5958695
67,25625508
38,627728
0,7818
59,5067686
57,6405491
53,5524069
23,113469
64,14930717
51,4968134
0,5910
1,8402
47,4517542
49,4673756
0,9860
66,23346427
64,10818254
45,5924874
55,6709572
73,31802034
48,5316823
45,6831786
55,7422053
50,5968957
55,6624493
0,13015
51,5682369
60,9932122
53,5707413
57,7977742
41,935182
0,12135
0,9382
48,5236901
42,1026814
49,3469785
53,4906916
47,3234288
40,953500
61,8361657
46,4263815
47,5672271
51,5810361
44,896496
51,4976996
0,9452
51,5523362
49,5556242
41,938460
0,8223
0,14271
53,4459490
62,10441010
50,5219253
46,5139515
46,3812143
28,277370
63,14786167
0,8798
59,6172387
59,7990243
52,5734574
0,7033
57,5332356
54,4459768
32,456602
52,4898900
58,7511994
57,5583223
56,7414844
49,4787464
47,4612900
53,5853080
47,3282584
51,4792113
31,448670
38,795633
52,5287982
43,1270136
62,11225977
55,6706976
38,753906
57,7821079
53,5043473
46,4870604
50,5022205
68,19633745
58,7533159
56,6256850
42,953038
54,4736856
67,22805838
48,3493152
52,4199547
59,7922979
56,7105838
63,13625291
56,7874113
43,1112725
0,9865
56,6678442
45,4498614
49,4951736
47,5070913
48,4605800
44,881399
0,7555
53,5597657
0,7912
51,4173655
62,14413408
58,7499093
0,14391
45,6099178
56,6200285
67,24033291
52,5886342
53,5384604
41,1145338
49,6315677
47,5725088
49,5348039
51,5144563
0,10526
42,1372365
45,4282656
61,14150147
0,12280
0,14065
46,3064220
43,1148263
40,1338073
47,4210572
0,6908
44,1187446
59,6898974
0,8777
59,7834970
48,4546360
48,5713150
41,964882
39,798067
45,4317233
48,4494691
0,13227
57,6718279
41,1067454
47,3907364
37,674760
0,5003
43,906831
48,3389084
50,4239548
45,6192792
46,3208675
66,20785914
45,5938662
49,4053710
54,4730318
47,6133425
42,964069
51,5654473
48,5012765
40,909889
46,6594018
0,5802
49,6855414
37,755135
42,1183423
49,4362962
55,7712416
46,5269747
46,5395631
49,4783172
42,1275620
0,7731
45,6852331
47,3346561
0,13299
46,5180800
69,24333578
0,12968
59,5288565
40,870602
51,4120326
35,672282
0,6308
53,5512276
0,11397
48,4768109
60,8435186
0,7373
53,4373665
49,4731987
51,4802805
51,5275907
51,5880587
53,5253179
55,6760848
50,4724195
48,5044167
46,5141459
48,3908663
61,13820741
49,6829651
53,4806374
53,4248936
46,3627410
0,10105
54,5258401
0,7623
47,3458699
54,4979964
68,24464148
42,1348921
65,20705583
55,5604433
66,21094487
44,1071494
49,3190834
49,6015378
47,3480187
56,6700482
42,1306920
52,5853419
57,7883788
45,4448537
49,4503629
53,4542736
54,4597258
53,5941065
46,5835876
53,4267792
0,8313
39,535287
52,4547436
49,3545348
49,6529687
48,4762244
59,6964811
66,18068170
46,6319305
0,13787
58,6701916
47,3831053
56,5990827
43,1192246
47,6568509
54,4098619
49,6932327
48,4681029
0,8192
0,5304
51,5134206
46,5061125
48,6779505
47,3447026
61,9358640
47,4314949
0,12236
42,1182116
47,4858832
47,3170017
57,6835379
54,5605944
50,5473919
46,6669888
57,5748202
57,5057640
55,5450300
47,5344803
0,10072
40,1365352
43,884268
59,6469849
52,5362673
44,1270007
46,4278862
43,1244888
40,1337512
0,11790
49,6288421
48,4640766
0,9335
54,4885201
48,3347700
54,4384274
55,6947937
46,3310562
62,12423696
57,5851137
63,9937691
46,3759358
48,5724809
50,5092685
57,5536356
58,7199874
46,4590452
51,5840355
50,5193543
55,7050019
57,7791399
43,1224710
54,4921188
54,5004920
0,6399
44,1170110
44,1272929
46,6326412
64,12513280
33,313650
50,4348941
47,4008556
50,5557056
59,5502191
57,5970532
40,963317
39,639951
47,3723822
44,1457439
59,7244909
59,5538660
51,4404123
4,10249
46,5948663
62,11632114
59,5823295
53,4370038
56,6689470
53,4734902
54,4614248
42,980563
0,6715
59,7676387
64,12107237
29,266873
50,5548077
46,4756752
50,5286546
51,5705521
42,1228856
53,4973613
48,3010532
55,5443602
50,4803982
48,5971730
43,802941
51,5226283
52,4430924
53,5332482
0,5593
56,5707667
57,7688422
50,5090421
60,14995653
48,4399462
46,5923906
54,4855214
51,4288642
36,761043
0,14195
56,7737920
46,5688487
45,5667595
51,4285597
40,1306135
44,903136
54,4042144
51,4909235
43,924438
56,6033429
41,1061256
54,5015696
0,13900
46,4556914
49,6937798
64,13534039
58,5399065
52,5436750
66,21564247
0,11821
0,7562
50,5889185
64,9068995
72,49228804
56,5120463
47,3017873
2,13046
48,6415246
53,5799436
52,5058009
43,1388800
52,5557691
53,4045166
62,13369880
58,5518948
46,6209310
51,5845944
43,1351795
51,5481297
72,40126781
45,3590477
40,1341589
57,5976255
49,3466588
47,4599852
55,5985132
61,10410432
45,3973873
46,5235710
49,4134566
40,1209641
59,7403662
50,4918275
1,12084
45,5739743
57,5563417
1,14496
52,5506991
44,1470463
64,9667654
48,6051675
50,4309442
47,4623434
59,7551921
60,8206506
54,5919983
81,1158708430
64,11317560
45,6561741
50,4257318
55,7691041
50,4501769
41,1004893
50,4839545
54,5081044
56,7469311
51,4791795
57,7596221
56,6872826
51,5550492
52,4073471
44,1448447
45,4936823
42,962649
46,6561555
52,5801386
57,7625846
55,7275924
49,5225912
51,4185456
49,5887516
47,6494939
56,5191367
46,6664821
46,3680285
54,4627822
39,622611
50,5990191
47,5271632
0,13762
46,4737869
44,873647
47,6842690
50,4206059
49,5999676
51,5471315
52,5057471
57,7674268
52,5622832
51,4104865
42,1170990
48,4430249
0,9318
48,4003941
59,5534994
47,6363559
49,5264871
46,6823580
57,7785884
65,16342274
47,5081021
62,11778942
45,6187568
0,11483
37,757357
65,28302745
48,3505094
52,5667899
49,5891857
0,14823
48,6322394
39,799278
52,5959245
76,94017109
48,5629166
58,6573425
58,7127602
39,697620
61,14331045
62,9059253
60,10303596
2,6872
0,13794
51,5282697
48,3554551
48,3029038
42,989007
39,733309
43,869069
65,23850063
49,3608849
57,6242916
0,9859
40,903630
53,4257501
61,14626941
50,4819537
49,5963305
48,6673338
48,4806450
59,6203372
37,641870
59,6909254
62,13246385
40,1116657
0,6196
53,5326292
42,888666
70,45914382
44,1325476
53,4892152
67,16650120
63,10261068
53,5583241
44,1442842
57,7679092
44,893628
48,5333450
0,13370
51,4516789
47,6485525
46,5711057
56,7572662
46,5103434
43,1394362
53,4522800
30,324028
43,1288068
52,5679271
65,27111070
50,5126717
52,4223786
54,4262383
47,3340043
50,5658359
60,14139477
49,4584480
43,1032439
43,931268
54,5640738
34,338546
43,968719
50,5102517
55,5173151
44,1461630
49,6717746
57,5338411
41,1087331
45,6520440
48,6199480
0,10445
0,11643
61,10108314
55,5990608
41,1168863
46,3248430
52,5362128
48,5392552
65,15999306
39,605487
46,3607884
0,10093
59,6173419
70,46685455
58,5422284
0,6000
52,5225740
43,1323237
38,600320
50,5317051
48,5933272
45,3121131
55,7955764
67,18290762
59,6542419
40,1445878
59,5466005
58,6922700
60,9486267
55,5999483
54,4439346
0,8530
47,3594479
71,30220970
55,6181011
57,7763098
50,4100613
46,4796580
60,12680257
52,4357144
60,14285688
50,4870920
70,43093504
54,4702600
0,7582
61,13008245
50,4786250
56,6352823
0,14858
47,3948309
58,7889293
54,5984656
51,5171018
52,4873731
48,4692007
47,6207683
47,4827054
47,4051012
44,1076766
0,8029
50,4994488
59,5655642
66,17225557
59,7754755
55,5388395
0,12314
51,4830301
55,6260295
63,9684612
44,1104848
63,12985852
47,6828945
52,5888360
62,13671999
47,4457466
57,7149649
45,4848687
55,6212463
41,803254
38,680467
56,6193861
59,6663067
51,5644023
43,1203981
49,5697331
59,7233506
53,5520329
0,5690
0,12379
55,6136525
0,10554
63,10785023
55,5240786
58,6920016
48,5888050
0,8022
49,6820470
52,4752068
46,4026959
0,14369
51,4494483
58,7648505
0,8466
57,6890624
54,4190645
64,10201331
0,8298
55,5936122
0,6210
53,4660766
53,5089392
11,44682
21,109682
59,6794100
56,6215364
54,4136829
47,6628747
60,8942303
59,7508773
67,24345224
38,662506
59,5264603
46,5164352
48,6216068
50,5102194
65,21870181
27,229317
51,4086959
60,10739837
59,7722198
55,5950619
61,10815343
47,6876789
51,5094503
62,12137709
53,5792119
52,5780911
52,4704803
51,5970493
0,6186
44,1072341
50,5325408
38,697738
54,5338938
32,329646
54,5503924
53,4086526
1,8125
0,6058
56,6464349
57,7547863
40,861363
57,7253563
59,5150562
46,5700836
47,6024852
43,1270707
50,5172584
42,1087893
53,4845717
0,9899
55,6880268
50,4008902
45,6791389
67,22921051
60,14132173
37,794787
54,4467858
53,4318876
60,11169533
43,1340854
44,1179107
0,7390
54,4895818
47,6212649
50,5803481
67,27341709
50,5279419
49,5561684
37,764111
45,3703505
42,1181092
51,4213160
42,1245000
51,5737608
40,1145231
54,4377685
48,3736549
48,3236128
53,5086380
48,5067084
60,9981342
63,10512046
56,5029412
56,7315969
42,1294938
5,23409
53,5322422
54,4526774
47,3378830
59,6728884
0,8688
61,9161975
59,5512536
61,9590539
56,6123749
42,840878
55,5206502
47,4039417
45,3710731
48,3379897
51,4736245
60,12031828
61,14501650
50,4133415
55,5606448
51,4071706
49,5122568
53,4205985
55,6537517
55,6815008
52,4614624
0,8632
53,5440053
46,6078562
53,5917524
45,6448348
56,5107846
50,5269924
51,5663045
53,4960264
56,5296032
0,13405
0,13777
56,7930141
51,4556671
52,4427645
67,27843306
67,25674644
30,498471
39,526045
59,6754594
62,11218411
50,5604645
50,4709113
0,7287
56,5659928
45,6418861
69,18870025
45,6281815
0,12867
0,14628
42,901665
47,4306058
48,5068962
59,6666409
56,5871894
1,7304
47,4321414
62,10439449
57,7543561
39,724405
45,3103827
65,23091540
58,6261254
68,29957029
54,5019884
49,4959741
0,12125
59,5690100
51,4291466
48,5697735
63,10946372
41,1348894
58,6595358
56,5818032
55,6909392
50,5610930
51,4474107
56,6293011
63,11700688
58,6692866
37,512177
67,22603898
45,5301642
46,3270726
52,4565765
48,5348150
56,7648726
0,6131
51,4302445
59,5325034
51,5257659
57,6308960
60,13247202
54,5600257
57,7801807
44,946932
52,5162241
58,5885124
62,11276860
54,5239084
49,3081597
47,5632169
61,12391374
49,4053986
53,5813844
47,4963306
50,5064148
41,1311499
60,12308956
52,5361386
50,5500329
57,5829816
49,5235071
48,3792044
56,6632339
64,9324719
48,3413231
57,5595407
45,5210312
34,344882
51,5492724
65,21906948
51,5114068
45,6643687
39,661462
44,1370476
0,5655
61,9727004
54,4620375
47,4342362
54,5116920
68,29527386
51,5666569
47,6743534
48,6538073
49,4686056
52,5098897
63,13208138
48,6510934
44,1262766
52,5346249
43,1356111
50,5711233
54,5067671
0,12380
34,401111
56,7270662
50,5797971
55,7139448
51,4653393
46,4861505
61,9399488
58,7376598
0,12800
48,5014016
52,5490172
50,4194329
46,6161708
57,5121192
47,6096719
40,1450307
52,5216338
49,3490615
42,1101782
44,1403022
49,6720683
46,5932962
39,511695
58,6429775
43,1459044
51,4902966
56,5921089
49,4320275
45,4035355
43,1427793
51,4090263
0,7681
47,3157120
57,7625036
56,6010732
44,928151
0,7124
0,12209
55,5105275
45,6645525
53,5054067
67,16421699
52,5942596
50,5197938
50,5831728
57,5731453
0,13284
44,1377130
45,5756060
50,4462503
26,280251
0,10739
49,5687066
63,12892703
0,8816
68,26304345
0,6254
43,1140898
47,4991972
52,4615412
61,14984784
56,7580563
61,13222348
57,6921736
40,1030394
48,5545836
0,8524
50,4277892
58,7728297
52,4194477
47,5112534
63,8136987
47,5129457
54,4748136
58,6457058
0,11480
57,6739492
26,295313
60,11528645
43,1469581
43,1365740
53,4363906
40,1294837
55,6690258
50,4832401
52,5172425
53,5429167
72,38673001
53,4894403
59,5605613
57,5985632
60,12084939
53,4371600
50,5401569
50,4474483
54,5859692
50,4297747
50,5553382
0,12494
58,6698223
48,6988989
51,5676097
60,13018389
54,5614176
60,12624487
56,5263120
56,7456220
54,4729423
45,5742602
0,11391
57,6430072
52,4695947
55,5839124
56,6892601
54,4163616
0,7227
49,5446481
51,4940130
54,5452605
44,969128
47,6772772
45,4839141
46,4803127
61,8811995
47,3765571
56,7130040
53,4069708
67,24103079
0,11645
49,4254979
63,11599289
62,11078925
49,6657915
48,6869116
57,5686726
28,226628
43,1205890
44,817731
47,6958623
45,5186663
56,5487506
51,4277204
56,6227033
54,4745910
61,14314104
48,3390626
61,13197424
55,6132880
49,5420884
66,16554940
52,4303230
53,5962154
54,4736623
58,7733066
46,6207391
36,793397
55,6514644
46,3718693
47,5344897
45,5522275
48,6767961
45,5675638
43,1139728
39,694715
48,3927970
41,1328150
58,5565778
48,6283810
51,4660764
51,4590870
50,4098788
48,6987138
44,1064136
40,1039204
56,7235390
0,9293
51,4655433
0,7029
44,1036108
48,4007041
56,7668729
49,5503221
25,225156
63,14637061
57,5325509
45,5777769
46,5364369
52,4475550
65,16201168
55,6353146
49,4197179
57,5845326
2,12908
0,9284
44,906740
51,5127509
40,1109016
50,4910278
65,17647738
57,6663648
61,8429013
53,4650577
47,5704148
57,6339886
48,5733326
49,3936728
44,1403320
50,4988067
50,4067034
15,81580
48,4014755
59,5188023
54,5435703
52,4552697
50,5834948
45,5801403
56,6831105
47,5228152
57,5140777
0,5441
48,5679739
58,5325837
60,9114635
57,7382998
62,11073498
50,4050796
52,5448449
0,9655
55,5237438
45,6881966
40,1319728
60,14438981
57,5142902
45,6342187
42,1314083
57,7482021
48,5881375
45,4078194
55,6072026
39,670030
53,4101464
47,3239378
46,5328082
57,6654782
57,5704238
47,6742738
49,4167318
42,803273
46,6398094
57,6152866
0,14460
56,7860381
59,7578528
57,5534762
47,3838963
41,930188
0,11653
53,5871843
65,19646113
52,4133379
50,5706736
63,10660162
65,17131739
60,10464578
51,5976004
2,12128
47,4891437
54,5171942
55,7181703
56,5453944
77,56885680
68,20251904
48,4408445
50,5567678
51,4167634
55,6717993
49,6934189
61,14811355
61,11039726
68,21424682
0,10592
60,8716562
62,10953768
46,6953440
3,8547
48,4171940
63,9384756
55,6113738
0,10820
0,11352
56,5874578
50,5986300
59,7711447
51,5083022
63,9556117
41,1097640
59,6960332
54,5703285
67,25782820
0,10522
64,14893431
49,6828781
2,11272
62,9023154
53,5889811
6,15019
55,7331604
52,5331158
52,4505816
67,19600932
4,9570
54,4502007
43,1234156
54,5717293
47,5714580
55,6686494
57,7012803
49,3231681
53,5531247
49,3573984
54,5403964
58,7628625
42,1165184
57,5523108
48,3889604
50,4165670
0,5151
57,5189660
57,5721864
50,4884688
54,5356873
58,6059058
55,7747185
57,6591498
63,14446107
62,12361389
67,26637350
53,4385480
53,5006996
47,3987759
58,6792234
0,11765
47,6147186
56,5136371
0,13562
51,5752106
52,5742469
0,10646
68,16447731
66,21917704
59,7833937
53,5603770
57,5085920
51,5763621
53,4186022
54,4070643
57,5368876
52,5436900
53,4520971
60,14365535
48,5775315
57,6291488
57,7990605
46,5848290
0,13284
76,52427772
60,11803048
58,6655770
70,43783248
45,3569748
62,8204870
56,6258551
42,1393756
46,6871503
48,4990298
2,14248
49,6769670
49,5450053
25,207275
0,7920
49,4389712
55,7504206
57,7445191
52,4302296
58,5734573
52,4955280
66,29103616
46,5509463
58,7174831
52,5602797
48,3699132
49,3283365
55,5238486
48,4028052
60,11575516
0,5935
32,320173
61,12130405
62,10134777
59,7171069
59,7286120
63,12868861
42,1466356
52,4878468
58,7219656
0,9800
54,4104456
52,5726285
66,25738971
40,1240672
49,6278742
58,6197721
0,13420
52,4696412
55,5278863
48,3496868
47,4655458
0,9861
56,6001596
71,46125719
42,1036584
53,5218865
44,807642
58,5799777
57,6058442
47,6934718
64,9745038
0,11835
64,14079681
50,4288951
57,7381044
0,9542
64,11071838
60,8516808
60,12653691
51,4693226
44,1250398
0,12470
59,6833428
59,7936829
55,5305338
62,8116557
39,664484
56,5186767
64,12472015
68,18389299
39,644368
50,4902984
0,7118
48,4388070
55,6741701
56,5305920
55,6622860
57,5899408
44,1450096
56,7601488
41,1300714
45,3240779
55,5079499
53,5284565
70,35780646
58,6117341
46,5136588
51,5617924
53,5216948
57,6273942
55,5916378
0,8067
63,9376889
52,4089427
52,5920933
50,4714154
47,6057588
54,5230003
0,13769
58,6442818
60,12065588
50,5285567
60,14986544
62,11082634
56,5685060
62,13284977
45,3873046
63,8632730
0,11075
61,11229942
44,1043257
57,5781331
56,6736071
56,7313785
54,5289326
64,12635914
57,6299014
50,5575048
56,7204269
53,4692661
59,7282106
59,7401671
49,4406907
54,5764088
53,5554540
0,14391
53,4469137
58,6017327
55,7066207
49,3581791
14,39917
0,14323
51,5426592
46,6831686
52,5307009
58,5331255
56,6684126
59,6957851
48,4385890
63,8800430
0,9875
46,4400423
52,4939160
54,5391537
55,6923176
54,5048268
60,9535363
44,1480238
0,5507
59,7357801
65,27162643
45,4019171
0,12925
61,11420501
57,7384811
69,17059862
50,5869722
60,11627621
61,10822716
53,5882396
54,5989570
57,7993025
0,9695
63,14831553
44,1245062
61,10591187
56,6086368
40,904684
57,7265887
59,5894076
48,5476387
48,4457401
52,4100397
57,7430661
59,5454911
51,5010422
57,5741157
42,1171908
64,9431137
61,10694932
49,6421486
58,6446692
58,6750267
43,803101
61,12401280
53,4190054
63,8058898
63,8215030
63,9676026
45,5678666
56,6606466
52,4013158
0,10226
44,1422579
60,12270966
54,5247352
57,5003728
63,8546164
32,389166
6,22670
48,5159288
54,4339421
60,11501622
58,6200615
56,6394613
56,7445607
49,4364707
62,13630047
60,12976908
52,4719619
0,14083
0,5693
48,6574008
59,7600668
55,7861625
56,7708573
50,4413542
56,5869769
52,5916382
42,1008730
46,6057905
47,6995374
50,5753068
58,7487525
51,5282085
53,5847114
49,5910582
55,6726440
61,8425264
54,4192571
0,9518
50,5040210
49,3397746
65,15780145
58,6276465
0,13424
49,5505024
42,1167488
41,1019929
58,6575704
43,1198055
53,5318697
0,12469
48,5330342
1,13171
66,21434341
56,5786148
54,4856028
55,6953107
57,5739710
53,5530409
58,7168745
58,7470499
54,5811175
45,5451707
63,13441073
28,210076
51,4673551
56,6662976
60,14885600
0,8245
47,3007468
47,4516130
62,14423694
52,5515933
44,812407
53,4332933
55,7511324
48,4296348
31,395827
47,5934725
52,5114169
50,4141478
0,14172
46,3104368
66,28893053
61,8386965
38,724508
44,1253471
66,29860642
52,4932794
0,9562
62,10257782
51,5301510
59,5858074
48,3349034
52,4396530
64,12736080
54,5908778
61,11576393
58,7876392
67,17547178
54,5582328
54,4652500
50,5330080
3,7374
56,7871958
0,12264
57,5053474
57,7777571
64,11818182
52,4338021
72,48881450
52,5832875
54,4499209
48,4528848
54,4378257
48,3043939
60,11016453
50,4822738
60,14907621
61,14938319
49,5434357
64,14410495
60,11027788
59,6969077
64,9266274
0,12251
53,4462656
61,13787081
55,6453138
51,4638966
60,9906177
68,27128564
58,7441928
54,4998016
62,12897479
53,5196384
55,6573826
48,5770922
53,4117985
59,7205049
57,7250693
49,6867293
49,6545198
55,7554304
60,11156809
0,11625
50,5683567
55,6873522
44,1477869
52,4809209
43,882230
49,6992062
67,19253331
54,4136563
49,4189821
59,6713870
49,3646228
54,5235158
46,3887393
56,7282732
46,3927489
0,11162
36,666766
37,691419
0,6553
54,4879205
48,4344850
3,14879
60,10244753
52,4360830
54,4904140
56,5039862
67,17223192
63,9860095
51,4393160
45,3370100
58,6315583
39,617786
61,9251512
62,12018505
60,11777883
60,13518228
46,5513199
40,1234438
0,9614
53,5558357
57,7754841
39,668973
41,1384239
49,6387195
54,5778774
31,389915
60,8553109
61,9934139
50,4831779
52,5985210
52,4694907
69,18309028
54,4422598
53,4387702
55,6349242
50,5689916
2,12954
59,7637341
56,7514817
35,771113
62,10758803
51,5885352
59,5958283
50,4944579
67,28518665
52,5855527
0,8382
57,5658366
72,32706812
49,6469387
48,4149309
54,4436900
48,5653363
47,3097067
58,6369730
41,1151594
53,5896817
0,7692
53,5406009
50,4946212
64,13708753
53,4810695
60,12496745
45,4700688
50,5766756
60,10902509
1,6584
63,8678130
51,5899799
51,5031978
48,6847938
57,5672899
51,4938074
44,820391
39,563911
0,5499
0,7202
42,823380
48,3289371
56,6177101
68,29029901
8,15228
49,4739965
0,9067
45,6002930
55,6836397
0,11674
53,4493981
59,6705291
61,14935205
46,5107344
58,7938024
48,3401638
60,12306508
1,13037
46,6279535
0,5423
39,702288
55,7551300
51,5839807
71,49854145
0,11145
49,3362573
53,5112482
66,20176543
50,4803107
52,4130295
58,6372775
52,5412857
55,6651963
56,5875027
59,6114559
56,5016016
0,14198
48,3138180
53,4778016
50,5210398
54,5507736
49,5130515
45,6562780
60,14942408
55,6989754
60,9266002
60,9333648
53,4931277
54,4692412
64,14907464
64,8419387
47,5979601
57,5148511
55,6431621
54,4731682
53,5983219
68,25748800
52,4986724
39,587985
65,24114656
59,5491326
51,5854131
59,5276454
60,11583525
64,13753914
50,5405295
57,5793720
55,7618680
59,7294392
52,5302592
58,6712888
51,5900576
51,5492801
0,7923
58,7238080
32,400259
53,5403930
0,6745
63,8903167
43,1143696
53,4721070
49,5977623
73,47036540
52,4985836
57,7262041
56,5997315
66,18284131
48,5358776
58,7325509
51,4555323
68,22903796
57,6054633
77,85363859
63,10307746
67,29822316
63,9594941
51,5436339
54,4056423
52,4610140
0,14414
56,6404990
52,4434601
70,48564862
54,4582442
51,4601630
60,12302725
58,5836587
46,4609137
63,13054584
0,6884
62,12444501
53,4343591
62,12691840
51,4998114
52,5719511
61,12234723
57,7190567
53,4670667
59,5934416
46,3430607
59,7082442
0,9351
52,5093250
56,6942298
49,3293397
58,6859239
56,6858185
51,4466578
51,4949260
57,6866493
64,14909889
55,7076619
37,638428
51,5786916
42,1443012
55,6545846
52,4967601
51,4314885
49,5827631
44,1280205
52,5201124
47,5820686
0,5203
69,25886644
54,4427792
57,6939589
53,5811274
61,10565161
61,11361816
52,5691236
68,28988718
53,5422716
42,1101780
3,14092
52,5487999
0,10051
0,8894
31,467609
57,7773803
59,6851093
64,8620733
68,29878836
58,5303048
55,5615022
47,4230668
50,5231579
64,8818865
55,6208152
54,4619177
53,5536556
55,7363914
67,29776389
59,5128768
46,4735018
53,5683660
49,5462213
51,5405561
47,6862112
57,5525348
0,12506
46,4550873
58,6296120
56,7735006
50,5633446
70,31591216
33,396155
45,3388174
44,889422
52,4855126
50,5919141
0,13936
59,5385905
47,3285226
50,4234918
57,7311822
55,5595430
58,6045206
56,5053503
41,892310
55,5862669
53,4305735
50,4114827
66,29694168
53,4224122
60,11822865
49,3838387
49,3681090
57,6626834
62,9524848
60,14469234
44,1497930
55,5510566
48,5932746
58,6948294
58,7073478
57,6881343
59,5261916
46,5383445
48,4162941
54,5537892
41,935579
45,4124913
54,4408482
51,5409582
58,5790917
58,5169734
52,5675138
48,6725645
39,713677
61,12522756
43,1135044
54,5085149
54,4209038
51,4191254
53,5580105
56,7564085
50,5638360
60,9786791
56,6034636
48,5736609
0,11002
52,5236286
44,1073837
57,7873668
50,5536320
0,7943
44,1311933
56,5631457
53,4731435
55,5112589
61,13985208
51,4657305
55,6090039
46,4163222
53,4312894
52,4252778
48,3325544
56,7662925
68,23140003
47,3792552
54,5615034
56,6274925
44,1053223
56,7885417
49,5042389
52,4870801
54,5313149
63,11653476
59,5370544
54,5803876
0,14979
56,7167336
57,6754268
56,7258929
70,44725536
61,11028046
74,30756734
0,7925
53,4549818
50,4747734
56,6895627
56,5666908
51,5045090
61,12606557
54,4728904
52,5068664
55,7051030
48,3710071
55,7305205
64,14966775
61,10821800
56,5489137
64,12537626
50,5913938
69,15563462
47,4899346
50,5282995
62,13064953
65,18847692
58,5828331
50,5860674
73,32116658
56,6606747
65,17131980
61,12434348
51,5654967
61,8934353
66,26603730
52,5440582
54,5953374
0,11368
56,6603493
71,34889019
52,5215991
71,44650237
56,5280869
54,4122980
46,4174157
49,3074462
56,5124872
49,3703987
55,7169658
56,6307215
0,14840
50,5610054
60,8579732
66,24129923
55,5960224
68,16894520
0,8843
60,12707652
50,4724902
53,5445112
74,38945755
58,5861267
52,4646874
68,19243983
54,4675574
70,35679194
64,12730129
66,18046720
64,10672428
0,12000
62,13052760
60,12408004
0,12501
0,9042
0,10530
53,5725037
56,6853000
54,5544415
67,21974361
47,6975312
43,1089584
47,5391281
0,13636
53,4801938
50,5671240
0,10851
63,10661507
55,6202121
58,5620317
48,4688501
48,6876927
69,23583063
0,13506
52,4134465
75,98181591
57,5399478
53,5877579
64,12217923
52,5064323
55,7013801
50,4931973
51,5319928
59,5103453
59,5290851
2,12485
49,4297749
54,5780614
60,13574909
61,12583101
72,43367801
49,6634277
46,6265217
66,27719325
58,6224868
53,4916871
55,6715325
64,13353519
43,830141
58,7027914
62,8123262
59,5735528
43,1454805
59,5464475
48,4540331
58,6307537
57,6994604
57,5055768
49,6926857
69,24060821
55,7063097
47,4909845
65,29602521
48,3327395
48,4662236
42,1146233
56,5374203
68,20879736
59,5041577
54,4253326
6,21754
63,11865638
56,5090255
59,7739454
52,5799627
58,5854796
48,4609138
60,10555014
61,8863128
51,4167022
46,3433671
58,7757886
58,6866834
57,7112282
60,13509135
47,5223174
51,4766344
57,5034462
57,6336266
56,5317366
43,1385249
60,13545634
52,4471580
47,4662506
44,949256
63,10315369
71,44585057
53,4999226
54,5625689
67,25863121
56,6621640
61,8145713
0,5268
54,4172589
55,5669396
48,4076423
46,6201955
62,12222185
58,6400595
77,82096763
62,12981076
0,12787
62,10731850
52,5498046
55,6827577
67,26571347
59,6131453
55,7370053
53,4584828
47,6313685
62,13197134
59,7585224
51,4028462
53,4389802
54,5080445
60,9742776
73,30395414
53,4535964
51,5442944
47,6919658
54,5312039
84,1138867777
51,5176714
50,4303857
0,5033
55,6304791
56,6508747
57,6706470
55,5781053
50,4288239
53,5705317
60,12601069
72,35270152
57,6502578
67,29791134
58,7431673
0,10698
50,4741260
60,11259871
59,7740059
54,5954639
85,982038816
67,18600531
59,7024769
54,5075697
54,5843514
58,5355987
50,4229405
55,6604011
49,5162887
60,10747835
58,5111139
60,9381428
53,5346828
53,4995229
61,14157744
60,9827761
0,14303
58,5330361
0,9505
0,14476
50,4667988
62,9090277
57,6340614
54,4532138
63,14005490
53,5923977
62,12351014
62,12480602
57,7705964
54,4723431
0,6888
57,6991699
63,13256996
78,91773007
69,29526904
54,4526894
56,5861088
65,24308756
53,4191350
57,7043983
66,28137761
53,4449658
54,5504689
53,5035386
61,9077857
59,5971583
54,5889796
57,7335820
54,5789404
55,7553974
46,6758573
58,7890841
28,255776
65,27796473
57,7113063
63,11383005
58,6825544
60,14091610
0,13414
53,5341747
49,3419581
48,4480822
58,7476432
59,5204142
64,10111741
53,5275102
58,6003088
50,4635859
49,4775229
59,7052617
77,52413858
0,7882
57,5910180
43,1010306
67,29435232
52,5738028
58,6541488
57,7811696
53,4973347
53,4693687
62,8858662
61,8691715
58,5991912
59,7735070
71,33766389
57,6838289
0,6431
47,6507403
58,6464411
57,7844882
59,5185479
65,28381130
