popularity,streams,year
56,7279925,2004
0,10770,2004
58,7299243,2004
72,36854274,2004
63,12254223,2004
67,27720578,2004
66,17457326,2004
56,5797915,2004
63,9969700,2004
0,10227,2004
60,10788258,2004
55,6155297,2004
64,14064430,2004
53,5086001,2004
0,12165,2004
57,7909044,2004
71,38345768,2004
0,11376,2004
0,11518,2004
68,20986865,2004
74,49044023,2004
48,3470132,2004
0,14611,2004
58,7763097,2004
59,7920463,2004
0,8456,2004
65,16025520,2004
61,8753821,2004
62,12267940,2004
52,5418644,2004
60,8221362,2004
58,7556097,2004
60,12282104,2004
55,6525980,2004
71,45418969,2004
60,12183670,2004
58,6561553,2004
0,5383,2004
72,40913008,2004
0,11823,2004
62,11956868,2004
65,16401639,2004
54,4434405,2004
57,6467272,2004
48,3594797,2004
62,8882465,2004
57,7791994,2004
61,10381506,2004
54,5014104,2004
66,24156762,2004
65,20619604,2004
64,12684254,2004
2,5528,2004
49,4070705,2004
57,5777266,2004
68,22182369,2004
48,4744797,2004
0,8714,2004
0,12486,2004
60,14558197,2004
0,7957,2004
61,14032311,2004
59,5629720,2004
71,40936908,2004
0,10534,2004
66,26937788,2004
0,5639,2004
53,5217549,2004
64,8737270,2004
70,48516591,2004
55,5047375,2004
58,6604228,2004
58,5334416,2004
64,10947709,2004
53,5404489,2004
0,13944,2004
51,5211966,2004
57,5292448,2004
52,5282884,2004
74,38768799,2004
54,5037362,2004
55,7325352,2004
70,37454339,2004
57,7556376,2004
71,30955026,2004
0,12909,2004
55,6521162,2004
73,45013592,2004
59,6122182,2004
62,8271718,2004
0,7969,2004
57,6856853,2004
61,8515475,2004
50,5252710,2004
59,5671610,2004
52,4289354,2004
69,23657392,2004
55,6170171,2004
52,5791686,2004
73,49871894,2004
63,10053600,2004
63,14332085,2004
57,7628773,2004
60,10309214,2004
67,29072223,2004
56,5274590,2004
59,6852578,2004
54,4010656,2004
51,4179206,2004
0,9835,2004
51,5004842,2004
50,5532097,2004
58,5905968,2004
61,11210907,2004
51,4069713,2004
0,6602,2004
71,49992224,2004
48,5939014,2004
69,19751572,2004
60,10314590,2004
55,5513934,2004
48,3121236,2004
71,39835410,2004
61,13778875,2004
64,11697083,2004
49,6107774,2004
66,25531191,2004
58,7222329,2004
58,7179196,2004
61,14276441,2004
69,26794886,2004
58,5598891,2004
64,9156869,2004
58,5505723,2004
62,11557080,2004
61,13770115,2004
67,29949488,2004
46,3002997,2004
59,5423412,2004
58,6095783,2004
67,28109513,2004
48,6694134,2004
53,5652545,2004
63,8880664,2004
55,5637201,2004
64,14928748,2004
54,5216345,2004
59,7744518,2004
0,5218,2004
59,5972590,2004
62,12841017,2004
64,12563783,2004
67,28569140,2004
52,5836973,2004
0,12054,2004
68,27460411,2004
49,6737148,2004
50,5408574,2004
71,34823905,2004
57,7133670,2004
62,13492958,2004
0,7139,2004
64,11148327,2004
54,4467929,2004
76,71082388,2004
57,5336858,2004
57,7767736,2004
47,6316801,2004
53,4196630,2004
60,10200568,2004
56,6159467,2005
59,5686115,2005
71,32111620,2005
0,6619,2005
58,7537207,2005
48,3244232,2005
65,23354347,2005
58,7651484,2005
59,6431604,2005
1,9742,2005
0,7377,2005
55,7999816,2005
56,5034630,2005
62,12642660,2005
68,16992023,2005
57,5558067,2005
59,5856077,2005
56,5023132,2005
63,8871540,2005
63,8173748,2005
62,12715514,2005
0,12049,2005
64,9047760,2005
68,23521672,2005
57,7890814,2005
52,5577246,2005
60,8703933,2005
59,7032580,2005
59,6705606,2005
58,5105131,2005
67,29337180,2005
69,26299899,2005
0,13078,2005
2,11694,2005
60,8801923,2005
64,9940218,2005
0,14585,2005
0,13252,2005
0,13620,2005
56,5074117,2005
56,5356654,2005
61,11820980,2005
65,18690180,2005
55,5968895,2005
41,968673,2005
60,9984202,2005
60,12820187,2005
62,14130824,2005
56,5430480,2005
70,36086238,2005
63,8840659,2005
55,6303514,2005
55,6508034,2005
54,5024901,2005
60,13285376,2005
0,14813,2005
64,12803949,2005
62,13266669,2005
53,5483099,2005
60,14937457,2005
71,31245105,2005
59,6371092,2005
52,5999441,2005
49,6151201,2005
70,32408413,2005
57,7091172,2005
61,11954897,2005
0,14147,2005
64,13424439,2005
56,7965035,2005
55,6911081,2005
1,13567,2005
62,8716845,2005
57,7737464,2005
56,7199480,2005
60,12012377,2005
65,24680175,2005
62,13582448,2005
65,23842222,2005
51,5690629,2005
48,4917371,2005
63,12744668,2005
56,7987947,2005
56,6379724,2005
0,6229,2005
57,5756265,2005
0,7804,2005
51,4470888,2005
0,8162,2005
69,20426320,2005
50,4170466,2005
0,7204,2005
58,7310611,2005
58,5794237,2005
67,18044883,2005
59,6282411,2005
72,34041618,2005
0,6956,2005
61,9174780,2005
48,3268486,2005
54,4890508,2005
52,5787577,2005
57,5399098,2005
0,6067,2005
56,7848267,2005
54,5910562,2005
65,18765922,2005
69,27892757,2005
66,22971092,2005
54,5481172,2005
64,12519188,2005
53,4063781,2005
53,5134150,2005
59,5119181,2005
55,7900289,2005
58,5584731,2005
56,7153531,2005
72,39677506,2005
0,13490,2005
66,25480125,2005
0,10243,2005
51,4811663,2005
55,6795140,2005
75,76660720,2005
50,5541305,2005
55,5023236,2005
53,5430360,2005
62,11768670,2005
52,4105762,2005
57,6994132,2005
69,18374991,2005
63,8185082,2005
57,6564256,2005
64,11092982,2005
56,6035950,2005
57,7777434,2005
58,5023789,2005
0,7878,2005
71,42608293,2005
0,6038,2005
46,4817704,2005
54,5705255,2005
65,27240690,2005
50,4988470,2005
48,6737645,2005
62,10202628,2005
59,6036628,2005
60,14982356,2005
59,7745850,2005
53,5579968,2005
52,4214872,2005
57,7648594,2005
51,5990752,2005
55,6757686,2005
0,8389,2005
54,5390218,2005
59,5517194,2005
58,7754101,2005
58,6141597,2005
52,5713240,2005
59,6318333,2005
63,13378213,2005
55,6644171,2005
58,5764354,2005
61,8662087,2005
51,4005742,2005
51,4147796,2005
0,9915,2005
67,19129364,2005
68,24173528,2005
50,5559346,2005
55,7637040,2005
68,16665241,2005
50,4554298,2005
57,7860807,2005
65,16951129,2005
55,7499590,2005
57,5822010,2005
60,10663313,2005
57,5479048,2005
59,6420434,2005
67,27853083,2005
54,4074108,2005
62,14463869,2005
66,29662656,2005
58,5367184,2005
49,5924349,2005
64,8789967,2005
54,5199807,2005
53,4842200,2005
57,7843436,2005
53,5156232,2005
58,5145828,2005
56,6454952,2005
55,5208691,2005
64,12417913,2005
59,6637386,2005
60,13737033,2005
47,6423243,2005
52,4512021,2005
56,5197994,2006
63,9032154,2006
62,10852976,2006
71,48645523,2006
73,38950252,2006
59,7106388,2006
67,29055114,2006
0,10246,2006
58,7277302,2006
58,5658959,2006
65,15445913,2006
68,20590935,2006
70,33507546,2006
71,34885704,2006
65,15148481,2006
66,28461266,2006
67,24689701,2006
60,13838594,2006
68,25075887,2006
58,7584471,2006
68,27184305,2006
0,6429,2006
57,7263129,2006
61,9541762,2006
60,11046319,2006
65,27368535,2006
62,14661989,2006
62,9704643,2006
60,13893827,2006
51,5170736,2006
60,14132367,2006
58,5639907,2006
62,9432670,2006
79,56757790,2006
72,37069172,2006
62,14189841,2006
77,59209733,2006
69,27366712,2006
69,18198138,2006
65,24170488,2006
63,9906506,2006
0,13241,2006
64,11070600,2006
77,54362883,2006
59,7086937,2006
65,17684134,2006
59,6945247,2006
55,7623589,2006
56,7739297,2006
67,20012948,2006
0,5587,2006
70,48302325,2006
60,9799911,2006
61,12856580,2006
61,9619243,2006
55,7409436,2006
65,24734861,2006
52,5450611,2006
68,20279916,2006
63,12199899,2006
64,13716242,2006
58,7189890,2006
65,24214827,2006
69,29372473,2006
66,26695099,2006
60,9361034,2006
58,7954949,2006
55,5903974,2006
70,38532343,2006
82,1106968912,2006
57,5282338,2006
39,676662,2006
48,3818015,2006
65,18933846,2006
58,5944943,2006
61,12940372,2006
56,5941893,2006
61,14867757,2006
71,47189497,2006
35,739013,2006
71,42660885,2006
51,5097421,2006
60,8323287,2006
66,18375456,2006
51,4871757,2006
56,5973692,2006
60,9874408,2006
58,5941079,2006
0,9527,2006
61,13690625,2006
73,35265465,2006
0,11940,2006
56,5487577,2006
67,23189002,2006
63,14829833,2006
67,19215382,2006
56,6139860,2006
50,5874787,2006
59,5450995,2006
59,5663426,2006
69,28783610,2006
0,11995,2006
53,5877098,2006
65,15300635,2006
50,5385554,2006
61,11434387,2006
63,12280768,2006
57,7973438,2006
66,18674743,2006
70,42020488,2006
68,27773573,2006
71,46682818,2006
61,8698684,2006
1,6595,2006
57,7343099,2006
0,5437,2006
0,8175,2006
51,4473720,2006
54,4408181,2006
54,5282150,2006
67,19404741,2006
54,4386651,2006
62,8691498,2006
67,19437778,2006
62,12354649,2006
33,408924,2006
52,5398490,2006
47,4932838,2006
58,7141172,2006
62,10613769,2006
59,7793810,2006
58,5264633,2006
55,5892528,2006
1,6161,2006
64,14358828,2006
60,8055285,2006
0,5256,2006
64,14459747,2006
60,10248516,2006
54,5658670,2006
64,8852122,2006
51,5817970,2006
0,9398,2006
60,12225954,2006
64,13175645,2006
65,29260885,2006
71,39025286,2006
52,4148414,2006
60,13508467,2006
61,9595581,2006
54,5515983,2006
58,7792612,2006
71,48127859,2006
64,13723646,2006
56,5518694,2006
70,41736701,2006
57,5087018,2006
68,16378770,2006
60,13084121,2006
65,24781552,2006
24,157404,2006
29,209204,2006
52,4277197,2006
0,12964,2006
58,6676998,2006
57,5121455,2006
77,92166538,2006
80,844402190,2006
56,5784823,2006
0,5856,2006
0,12068,2006
58,7628009,2006
70,32353902,2006
62,8736906,2006
40,817912,2006
62,10454766,2006
48,5368551,2006
0,8321,2006
62,13647613,2006
49,6882083,2006
24,127292,2006
61,14172519,2006
61,13265844,2006
55,6627058,2006
60,12620131,2006
56,6383011,2006
67,27271397,2006
56,6325222,2006
63,12654678,2006
53,4441584,2006
71,39263304,2006
0,14235,2006
0,5942,2006
53,4595951,2006
53,5866474,2006
62,11979252,2006
59,7479192,2006
69,26879543,2006
52,4197792,2006
60,9575280,2006
49,5229215,2007
0,5444,2007
68,16651988,2007
66,29704365,2007
61,10891530,2007
64,14368974,2007
59,5760185,2007
61,10544105,2007
0,14462,2007
65,25695216,2007
63,13448672,2007
67,24657367,2007
62,10903592,2007
66,22185851,2007
60,8657904,2007
60,10321980,2007
66,28050242,2007
55,7727239,2007
57,6200107,2007
64,11065309,2007
58,6752359,2007
61,8919727,2007
0,12894,2007
54,5344641,2007
57,7976720,2007
61,11765188,2007
0,12715,2007
62,9809741,2007
53,4483842,2007
67,16157412,2007
58,5664352,2007
61,8909485,2007
65,25611688,2007
64,11826253,2007
0,14699,2007
0,9373,2007
58,5382166,2007
57,5531884,2007
77,56975869,2007
66,18542604,2007
0,14492,2007
66,28667980,2007
0,14935,2007
61,9792704,2007
62,9390602,2007
59,5889040,2007
72,37542142,2007
67,15649383,2007
62,8038721,2007
60,10707084,2007
51,5884310,2007
57,7806885,2007
59,7335203,2007
63,14412288,2007
63,13916048,2007
79,67106262,2007
66,29127607,2007
58,6641886,2007
65,25491152,2007
57,5756010,2007
61,14047989,2007
56,6635719,2007
56,7149781,2007
55,7110977,2007
58,6842338,2007
0,9047,2007
75,59065494,2007
0,9075,2007
0,5442,2007
61,11100448,2007
70,38619158,2007
70,42099940,2007
52,4438909,2007
60,10135903,2007
52,5621455,2007
63,8610060,2007
63,9144624,2007
57,5074783,2007
75,96348756,2007
56,7041605,2007
50,5063396,2007
58,6376022,2007
62,9797157,2007
60,11482641,2007
52,4399787,2007
60,12217687,2007
65,27438030,2007
54,4208551,2007
57,5927957,2007
46,6195123,2007
61,9024762,2007
60,14730360,2007
63,11307696,2007
60,14420991,2007
51,5821861,2007
59,7808837,2007
53,5877225,2007
55,5750457,2007
54,4964885,2007
62,12490074,2007
29,212099,2007
50,5066901,2007
0,12231,2007
62,13072050,2007
11,35823,2007
58,6160729,2007
0,12611,2007
54,4861666,2007
63,10363538,2007
53,5294809,2007
61,12193105,2007
57,5856637,2007
64,10874662,2007
65,25670588,2007
0,12271,2007
56,6556225,2007
71,35260652,2007
60,13545926,2007
52,4980875,2007
45,4497405,2007
57,5317001,2007
74,34999841,2007
59,5595015,2007
55,7961261,2007
0,5629,2007
71,31855932,2007
0,7563,2007
56,5012777,2007
54,5636408,2007
47,5601212,2007
76,87101129,2007
56,6373843,2007
55,6200561,2007
53,4574756,2007
63,10307127,2007
62,9243384,2007
55,7172235,2007
64,12475784,2007
67,15686521,2007
66,22731130,2007
0,9313,2007
65,15229602,2007
50,4465612,2007
55,7866107,2007
0,12362,2007
0,13654,2007
51,4307587,2007
64,11420985,2007
60,12752738,2007
53,4440340,2007
53,4225029,2007
57,7975183,2007
56,7230281,2007
60,13203845,2007
63,8803391,2007
62,8099491,2007
73,36322641,2007
62,8696766,2007
61,10580501,2007
65,23305386,2007
50,5610397,2007
68,19631334,2007
68,18947947,2007
49,6772593,2007
64,9704331,2007
56,5843638,2007
60,14316026,2007
61,10411738,2007
59,7113879,2007
55,6900961,2007
54,4758985,2007
51,4767171,2007
54,5048927,2007
48,4256538,2007
52,5362600,2007
72,48114628,2007
6,27075,2007
0,7156,2007
65,18112767,2007
62,14610025,2007
71,43078598,2007
51,4415646,2007
55,5704854,2007
0,8081,2007
1,14507,2007
56,6137469,2007
49,3152962,2007
60,10853654,2007
46,3274751,2007
34,460949,2007
52,5097813,2007
52,4194725,2007
58,5300429,2007
55,6010243,2007
48,5461818,2007
47,4432171,2007
58,6269190,2007
0,5734,2007
67,26120858,2007
57,7907784,2007
55,7632430,2008
72,39675139,2008
27,253395,2008
69,27272617,2008
0,8408,2008
62,10999714,2008
67,16751452,2008
67,15031267,2008
69,19832759,2008
3,5003,2008
65,22818167,2008
68,18055706,2008
62,13775832,2008
58,6987535,2008
65,21256572,2008
60,11008761,2008
51,5898356,2008
57,5370620,2008
0,13383,2008
67,21748829,2008
65,17179291,2008
0,9822,2008
72,44535847,2008
64,9358622,2008
68,28631849,2008
0,8413,2008
55,6999128,2008
56,5269348,2008
63,10091439,2008
65,21626324,2008
63,9259135,2008
0,12188,2008
54,4952202,2008
60,8283602,2008
64,14182641,2008
55,6906741,2008
59,6494947,2008
65,29627026,2008
52,4831355,2008
53,5545437,2008
64,9538191,2008
58,7652067,2008
60,11613713,2008
48,4291146,2008
62,12041646,2008
56,6092706,2008
56,7850481,2008
56,5833750,2008
57,7630913,2008
61,8260680,2008
67,28720274,2008
0,14475,2008
59,5264500,2008
63,8740227,2008
61,12998493,2008
59,5138176,2008
63,14192116,2008
62,14360919,2008
56,7649271,2008
59,6148091,2008
50,4589450,2008
69,16544349,2008
55,5360864,2008
54,4945537,2008
49,3340320,2008
65,21772636,2008
57,7154460,2008
67,19202314,2008
0,8381,2008
0,7056,2008
55,6381608,2008
68,24912434,2008
59,6507237,2008
56,5606360,2008
62,11748161,2008
57,6556718,2008
53,4867259,2008
0,5494,2008
62,12982326,2008
54,4702986,2008
64,9789200,2008
80,811724323,2008
68,21186700,2008
56,5804782,2008
75,81247708,2008
54,4020818,2008
0,10468,2008
0,7295,2008
56,5153435,2008
0,12902,2008
63,11389922,2008
62,8261521,2008
62,14589170,2008
58,7369473,2008
0,6768,2008
50,5329235,2008
52,4537077,2008
57,7526762,2008
63,13092191,2008
62,8826350,2008
61,12074374,2008
60,14225062,2008
61,10694781,2008
63,14146159,2008
64,10129842,2008
54,4935071,2008
51,5922166,2008
68,16740057,2008
60,10480399,2008
65,24277076,2008
49,3329210,2008
64,10331762,2008
0,12030,2008
59,6411071,2008
60,10638432,2008
54,5276757,2008
57,7636271,2008
64,13456162,2008
57,6774740,2008
59,6205919,2008
0,7964,2008
68,25814407,2008
75,82135187,2008
56,5390549,2008
57,6638635,2008
68,21642501,2008
75,90285448,2008
49,5613498,2008
59,6230060,2008
49,5597258,2008
59,6825645,2008
53,4042681,2008
58,6439616,2008
55,6050423,2008
60,9014324,2008
60,14158279,2008
60,10341874,2008
62,13806596,2008
48,4115704,2008
68,16274360,2008
0,5536,2008
61,10602121,2008
0,12166,2008
46,3316760,2008
59,5681688,2008
62,11253496,2008
74,34600786,2008
72,36091330,2008
67,24842819,2008
57,6268977,2008
55,7381589,2008
58,6514451,2008
51,5889467,2008
54,4178204,2008
51,5034455,2008
57,5163555,2008
63,9540587,2008
55,5033402,2008
0,6099,2008
55,5846132,2008
57,5716188,2008
63,12980994,2008
67,18204950,2008
49,6506201,2008
51,4740473,2008
49,6262587,2008
60,13083934,2008
62,8896257,2008
57,6312905,2008
43,1298958,2008
55,6264392,2008
63,11960743,2008
57,7989510,2008
0,10282,2008
64,11857110,2008
48,6276399,2008
51,4134361,2008
46,5457198,2008
65,26871034,2008
0,10572,2008
0,7622,2008
55,5625363,2008
59,5170021,2008
62,11076021,2008
56,5967923,2008
0,9848,2008
57,5290131,2008
0,11592,2008
53,4258323,2008
52,4247507,2008
0,7308,2008
59,7205369,2008
0,13991,2008
17,52900,2008
69,18067955,2008
66,22927132,2008
56,6206884,2008
58,6866995,2008
64,14955178,2008
48,6539814,2008
63,10345758,2009
56,5425682,2009
65,17174917,2009
52,4496362,2009
69,21151502,2009
66,18052408,2009
57,6639903,2009
65,22091815,2009
59,5689867,2009
69,24350065,2009
60,12916185,2009
62,10347174,2009
57,7582076,2009
58,7441376,2009
0,8741,2009
63,10033645,2009
60,13531723,2009
70,38136225,2009
68,29402342,2009
67,15385970,2009
1,6739,2009
0,12951,2009
61,8890441,2009
55,6946155,2009
68,26695593,2009
61,11429225,2009
0,6179,2009
54,4400937,2009
59,6872748,2009
0,6257,2009
55,7895653,2009
62,13124598,2009
57,7513596,2009
61,12318408,2009
74,33267740,2009
0,7411,2009
70,39649756,2009
70,49898971,2009
52,5926099,2009
63,13584952,2009
62,13434969,2009
61,12304171,2009
61,9375335,2009
62,8730123,2009
71,32820047,2009
68,20968165,2009
0,7533,2009
62,11507501,2009
57,7807260,2009
57,5390237,2009
61,12331166,2009
63,9341848,2009
0,7668,2009
0,10591,2009
55,7909497,2009
60,10945217,2009
60,11579010,2009
61,13110191,2009
68,25412734,2009
71,43226733,2009
66,27930800,2009
58,5512591,2009
55,6004470,2009
59,7961887,2009
68,16792114,2009
0,14062,2009
58,5334195,2009
65,23648477,2009
66,18486590,2009
67,17988835,2009
41,1398818,2009
58,6455538,2009
54,4770889,2009
63,8025205,2009
0,10532,2009
57,7200538,2009
77,63619574,2009
69,17870654,2009
70,45288066,2009
58,6253587,2009
0,5766,2009
54,4055279,2009
64,12033225,2009
39,744221,2009
58,5322624,2009
54,5822706,2009
63,14008896,2009
54,5761671,2009
69,16944003,2009
63,13870656,2009
60,11523258,2009
62,10576196,2009
0,6752,2009
64,8013686,2009
59,5355005,2009
55,7368717,2009
52,4120686,2009
59,7908002,2009
48,5511964,2009
57,6692850,2009
53,4518989,2009
55,7995431,2009
64,10877065,2009
63,12046152,2009
65,25838565,2009
58,6364569,2009
64,11736208,2009
53,5314297,2009
59,7267763,2009
61,10799405,2009
53,5514245,2009
60,10534004,2009
62,9688929,2009
59,7993169,2009
57,5130320,2009
57,5836431,2009
51,4498072,2009
57,5055082,2009
71,44579229,2009
59,7340923,2009
0,12257,2009
55,6563563,2009
0,5664,2009
63,14157096,2009
56,5512990,2009
64,12070766,2009
0,12809,2009
0,7622,2009
51,5468510,2009
46,6053482,2009
59,5268690,2009
56,5316002,2009
0,9424,2009
60,13206545,2009
73,45292726,2009
50,4485545,2009
0,5650,2009
0,10129,2009
46,4655645,2009
50,4849955,2009
1,12982,2009
71,31821388,2009
55,7942625,2009
63,12404079,2009
59,6351671,2009
59,6898964,2009
29,201602,2009
47,4296057,2009
50,5484213,2009
53,4735789,2009
52,4491388,2009
0,13431,2009
47,6025313,2009
0,14824,2009
53,5209209,2009
0,11093,2009
56,5527607,2009
59,7544528,2009
65,29798088,2009
57,7407941,2009
42,1114907,2009
67,29985074,2009
65,24088277,2009
0,8205,2009
60,10259807,2009
57,7019310,2009
60,10128744,2009
58,6341953,2009
70,33039471,2009
58,6604172,2009
53,4116854,2009
53,5722764,2009
53,5411609,2009
68,16189718,2009
63,10687233,2009
0,6797,2009
0,9373,2009
58,7387730,2009
2,10872,2009
73,42906948,2009
55,5994837,2009
65,26626519,2009
47,6896680,2009
51,4146517,2009
0,11682,2009
58,6826230,2009
52,4687769,2009
57,6076286,2009
73,36522171,2009
67,26496425,2009
0,10451,2009
49,4670649,2009
51,4548795,2009
73,30488658,2009
44,1081104,2009
75,61555226,2009
56,5126663,2009
43,1395603,2009
61,10437481,2009
57,5271053,2009
62,12675395,2010
64,12815078,2010
70,39531392,2010
66,20908048,2010
59,5665446,2010
62,12595764,2010
5,29027,2010
62,12805804,2010
57,5512888,2010
62,9920879,2010
59,7633334,2010
59,5751594,2010
66,17869765,2010
69,26757459,2010
79,95928672,2010
47,3395210,2010
72,38065384,2010
59,7497761,2010
67,26232872,2010
61,10894770,2010
63,11195961,2010
63,9669303,2010
74,32581731,2010
58,5093924,2010
66,16241560,2010
68,16248502,2010
62,13121967,2010
0,10412,2010
70,32269175,2010
67,17019537,2010
62,14151362,2010
63,12319246,2010
57,6296841,2010
63,13394611,2010
60,8393834,2010
61,8714764,2010
66,22638986,2010
1,10175,2010
55,6271542,2010
61,14410393,2010
61,9066167,2010
0,14481,2010
56,6270196,2010
55,5411490,2010
76,96161708,2010
74,43490145,2010
71,32252264,2010
4,12410,2010
59,5255555,2010
72,49861576,2010
63,14357177,2010
56,7364077,2010
62,13324318,2010
0,9617,2010
60,14566845,2010
59,5201442,2010
59,5953064,2010
56,7754538,2010
58,7545332,2010
53,5602165,2010
54,4829853,2010
75,55337679,2010
62,12997066,2010
65,20644002,2010
59,5323338,2010
64,10135200,2010
2,5905,2010
59,7388393,2010
52,4468980,2010
58,6878450,2010
59,5595738,2010
62,14191781,2010
76,58494774,2010
56,5022232,2010
52,4470461,2010
62,10577084,2010
65,22795950,2010
56,5312347,2010
58,6368257,2010
63,11066976,2010
59,7386193,2010
50,5212113,2010
60,13660729,2010
4,8627,2010
63,14699880,2010
0,9127,2010
67,29374826,2010
64,13556478,2010
58,5736363,2010
55,6990505,2010
67,23438539,2010
61,14394598,2010
70,33789411,2010
72,44650210,2010
0,5131,2010
70,47038598,2010
63,10086189,2010
64,12569604,2010
61,12523791,2010
72,44605638,2010
0,10450,2010
52,4490091,2010
63,11689585,2010
58,6405555,2010
69,23840871,2010
56,5949403,2010
55,5820200,2010
55,6416696,2010
18,74381,2010
67,15595482,2010
60,14276375,2010
54,5264399,2010
55,7164433,2010
63,9129913,2010
55,7321399,2010
62,12229572,2010
60,11060531,2010
62,11626614,2010
62,12180459,2010
0,13973,2010
6,16653,2010
60,14925176,2010
66,24200517,2010
60,14146405,2010
57,6187617,2010
51,5507123,2010
51,4977106,2010
55,6123931,2010
62,13815705,2010
63,14703605,2010
56,7184835,2010
54,5928177,2010
62,13260318,2010
65,18005341,2010
63,11104505,2010
62,11122475,2010
69,24914407,2010
53,5393385,2010
57,7866260,2010
75,79672872,2010
53,5177161,2010
57,7064103,2010
59,7638248,2010
12,37702,2010
55,5916993,2010
59,5696334,2010
73,40737407,2010
58,7762532,2010
57,6851057,2010
80,825126439,2010
55,6633692,2010
71,41760083,2010
0,11478,2010
55,5366960,2010
59,6657481,2010
61,10320798,2010
0,14780,2010
60,11858637,2010
59,5419261,2010
56,6453511,2010
0,6833,2010
70,46085196,2010
61,13677278,2010
0,7239,2010
0,9419,2010
72,35766060,2010
55,6895548,2010
54,5120528,2010
62,12867137,2010
48,5489352,2010
46,3818361,2010
56,6845740,2010
54,5399733,2010
61,9577145,2010
1,8923,2010
60,13817203,2010
55,7124541,2010
56,7710295,2010
64,10211719,2010
0,13585,2010
8,22099,2010
72,43394415,2010
60,8341354,2010
59,6649849,2010
64,13688298,2010
57,7281042,2010
62,12627617,2010
61,13524105,2010
50,4932632,2010
53,4698024,2010
56,7252104,2010
52,5834421,2010
55,7293604,2010
58,7627232,2010
56,6287707,2010
66,24921040,2010
72,45649459,2010
66,15926393,2010
52,5590907,2010
51,5607864,2010
73,47275780,2011
56,7312294,2011
0,11715,2011
66,16745695,2011
60,12420370,2011
62,10212721,2011
70,33222124,2011
71,35729422,2011
61,8983302,2011
63,8219457,2011
59,7556809,2011
63,12008347,2011
63,9367481,2011
67,24307472,2011
67,29847490,2011
62,10813307,2011
70,33487710,2011
77,86185721,2011
65,27182068,2011
67,25905248,2011
66,20351160,2011
69,15643666,2011
0,14937,2011
70,37102977,2011
66,18360315,2011
71,43150087,2011
62,12695800,2011
64,8955527,2011
62,11623273,2011
57,7353929,2011
78,94636983,2011
53,5447850,2011
73,31357171,2011
61,8569273,2011
0,11562,2011
72,34884172,2011
0,13359,2011
57,5833490,2011
54,4691715,2011
6,20008,2011
0,9237,2011
64,14614753,2011
65,29536353,2011
63,8039760,2011
58,5816433,2011
60,9976948,2011
0,14226,2011
59,5297422,2011
78,79122381,2011
77,55524890,2011
64,14215852,2011
58,7682871,2011
63,14911573,2011
59,6797773,2011
65,21259552,2011
63,10741235,2011
71,44198271,2011
70,38575827,2011
74,44702004,2011
66,16560290,2011
62,14646295,2011
69,28014737,2011
69,23032475,2011
59,6791829,2011
58,6668930,2011
54,4243103,2011
57,6717349,2011
53,5808682,2011
1,8230,2011
54,4896497,2011
63,9321517,2011
77,91301700,2011
54,5214251,2011
61,14313867,2011
60,14284958,2011
70,45188818,2011
64,12037950,2011
36,621441,2011
68,27218331,2011
53,4210532,2011
3,14712,2011
70,37031115,2011
52,5542166,2011
62,12957442,2011
73,45876364,2011
50,4138849,2011
57,6532943,2011
0,11986,2011
57,5474019,2011
56,5672438,2011
70,42115994,2011
60,10415607,2011
54,5315850,2011
57,6529967,2011
58,5106431,2011
73,44317234,2011
61,14120368,2011
59,7623286,2011
66,27380109,2011
59,6021647,2011
60,12523018,2011
69,19433343,2011
55,5845825,2011
71,37008932,2011
63,13931114,2011
63,11639289,2011
61,10031673,2011
47,6553528,2011
61,10603575,2011
68,29519348,2011
63,9542064,2011
11,48035,2011
58,7439207,2011
0,10392,2011
63,12004034,2011
64,10225459,2011
66,23807803,2011
66,15574344,2011
54,4666220,2011
1,8986,2011
56,7261536,2011
58,7499293,2011
62,10609549,2011
42,1230019,2011
56,5144732,2011
61,13248907,2011
75,78511570,2011
50,4483861,2011
55,6905566,2011
3,14867,2011
65,18667075,2011
49,6129209,2011
54,4542738,2011
60,12015318,2011
66,27617790,2011
62,14166343,2011
60,8644213,2011
58,7548656,2011
76,82169988,2011
0,10485,2011
54,4010340,2011
67,29380823,2011
0,13346,2011
58,5421729,2011
3,12545,2011
0,11402,2011
68,26189544,2011
76,61261724,2011
53,5516416,2011
57,5320937,2011
69,17816385,2011
57,5574386,2011
68,21885576,2011
55,6574823,2011
56,6355308,2011
57,5887063,2011
50,4503811,2011
75,64100034,2011
71,30149360,2011
64,11019780,2011
57,5495945,2011
29,281951,2011
64,14641977,2011
57,7583467,2011
58,7724724,2011
66,15904457,2011
57,7259560,2011
0,9024,2011
57,7803381,2011
58,5338226,2011
58,7720553,2011
0,5052,2011
58,6569987,2011
0,14418,2011
61,11100300,2011
54,5608119,2011
67,18473486,2011
0,7158,2011
59,6042785,2011
65,29655924,2011
0,8173,2011
51,4328955,2011
66,25903846,2011
38,737218,2011
66,28987316,2011
75,81539876,2011
64,11008616,2011
68,17870064,2011
54,4725965,2011
47,6728712,2011
62,11186564,2011
59,6491442,2011
0,10957,2011
62,12414930,2011
82,973539024,2011
0,7105,2011
70,32758068,2011
61,10483117,2011
47,4607639,2011
59,7587625,2011
60,12425819,2012
63,9682582,2012
62,14792671,2012
57,7457641,2012
61,10126285,2012
62,13292375,2012
72,40064403,2012
74,47582625,2012
